Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes
27.40911161747725,61.31215786829542,28.894160754733548,2.992979923724262,68.8365056999366,40.3564967332526,81.3711801693569,0.73238662804256,20.38449587859508,26.89577279734909,not fire   
24.496313693757493,34.24045916578783,27.65568251821872,11.073370254653408,79.9560527425849,26.825159612644594,33.88241935449278,0.1261000149535595,65.23600818191682,12.188559597277719,not fire   
40.45816904477639,73.3742359811858,8.390115576340646,15.234424648674644,73.56811599890324,56.41584112859946,185.47701811896556,3.899879323753865,34.66993985605502,28.403489012630462,not fire   
37.37773829038805,68.40150648260516,6.111487870717324,2.707360540276533,56.911309114552765,8.405894669522414,48.92463237401816,1.677976309482625,38.89424291669334,6.5009658344467445,fire   
33.78077866778746,72.0070269025748,22.359027858594953,9.844146283752398,63.07300410507343,3.9132360848114223,57.03033746917225,12.81169182116224,62.41618192017127,24.58400753414052,fire   
32.09738415854835,36.54779859548282,13.384188714557169,14.80917900424516,49.65940339928302,16.69255384685391,115.57531019319882,2.6732987870109826,24.964934858774566,3.2138471336033727,fire   
27.30560269768338,85.30304940790724,6.370844825507064,14.860588609006477,43.072831729531345,39.93088503015476,73.61019092870453,10.844250958463254,50.320627646880716,12.717231847340344,not fire   
28.18365983926546,77.86290954177778,23.642983715493635,11.364470544280264,90.82139039650427,63.83479282079785,219.68323433892328,9.719243250115635,59.923600539993615,4.065441484792047,not fire   
41.24180795250455,40.941456228820144,13.048099054278069,5.51410266570693,59.042012828368016,60.15826960506131,83.30360411311368,4.5258073477707175,58.092665490928766,0.3660685031660357,fire   
33.68078441226027,55.62641674300164,23.48874315942681,1.8429313445996374,80.59272401808055,52.61653525241156,209.62098999906692,10.3998986854097,16.962381966083928,6.808593075707056,fire   
36.805332999268174,70.60048402239548,22.467453816745945,2.1727603402205267,68.00770299966328,38.471831078699616,61.55992611757245,10.292613866981263,27.967121249136603,1.5015667013273066,not fire   
31.87774236134929,74.47135912430215,11.445070688840161,4.365775987373974,48.30008261462062,16.238685890684152,18.11081489032892,2.2663385213525196,40.07975790539054,5.163268023071271,not fire   
27.245864025989114,56.88587629230335,26.542621806401254,11.660852342355769,58.82313675561903,34.91413164936374,19.661709688026544,6.510375249985231,8.095796391438508,10.686260462230427,fire   
38.163186214375344,85.59653202342683,10.091063554076417,5.238252410788822,29.699159633408712,23.536850384463055,161.54531642522764,17.222613145053373,22.542723865858523,16.790745549691803,fire 
33.63607393224443,55.24526304763597,12.290417701484053,2.5115416722100816,92.8145751312203,56.04927334495586,181.9362772454733,15.154405480856477,63.414682793908156,24.026026410578748,fire   
27.84986047641845,35.74182881116155,8.350451443068547,4.017922169935446,63.04514585667725,24.167103703692543,29.965472677363614,5.133640781826914,13.213112812478109,18.942967294361807,fire   
38.38360779049626,21.91464538995497,6.761991168090296,12.705917541798826,85.03491856720984,20.99127951854416,91.51751101599766,10.075328415376282,45.483213092150905,19.849923878955234,not fire   
33.10866311682149,24.959869390499804,20.047336333199958,10.01956136786852,81.23983474137046,7.806151744094134,64.0573942410978,15.9558987318823,9.351179433848191,12.4836455331387,fire   
25.66200936948523,27.744923573845423,12.57171299629946,11.797570622632913,74.15161205823426,44.686839593572365,44.7341805084929,18.06548703850447,2.6441091846497327,22.95862787131938,fire   
